Date,Site_ID,Species,Site,Ind_No,Sex,Juv_Adult,Age,Basal_cm,Height_in,Growth_Rate,Canopy_in_1,Canopy_in_2,Canopy_area_in2,Fruit_no,Total_Est,Total_Fruit_No,Huber_Value,HV_m2_cm2,Total_Lvs,WD,Ks,Huber_Value_Units,KL_Units,TotalAssim,BW_fresh_avg,BW_dry_avg,Stem_Diam_Avg_mm,Photo,Trmmol,Cond,WUE_Intrinsic,photo_area,Thick_cm,Area_cm2,LMA_g.cm2,LWR,Hole_mass,LD_g.cm3,KS_In_Ex,Counts_Avg_Top,SP_Length_Avg_Top,Counts_Avg_Bottom,SP_Length_Avg_Bottom,Density_mm2_Top,Length_mm_Top,SPI_Top,Density_mm2_Bottom,Length_mm_Bottom,SPI_Bottom,Stom_Notes
July_18_2016,Jonaskop,LDSA,Jonaskop,23,F,Adult,12,3.75,35,2.916666667,44,57,1969.778594,67_est,Estimate,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,24,M,Adult,14,2.2,32,2.285714286,64,40,2010.619298,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,25,F,Adult,16,2,50,3.125,79,71,4405.298298,70_est,Estimate,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,26,F,Adult,15,2.55,52,3.466666667,45,49,1731.80295,82_est,Estimate,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,27,M,Adult,15,1.933333333,32,2.133333333,65,82,4186.172211,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,28,F,Adult,16,2,37,2.3125,52,53,2164.557338,97_est,Estimate,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,29,F,Adult,11,1.4,30,2.727272727,46,43,1553.517567,44_est,Estimate,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_18_2016,Jonaskop,LDSA,Jonaskop,30,M,Adult,14,2.3,28,2,30,34,801.1061267,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_17_2016,Jonaskop,PRLA,Jonaskop,1,mon,Adult,12,10.1,112,9.333333333,74,79,4591.437663,60,Total,60,15714.44,1.571444,46,0.524300173,0.797798933,6.36914E-05,5.08129E-05,258991.2936,2.4595,1.928,5.715,16.49552417,1.186923649,0.133632522,123.4394437,6,0.0732,24.18694,0.039029327,2.919006081,0.0113,0.533187527,Include,19.33333333,0.866666667,18.66666667,0.9,60.78015933,0.043333333,0.114131633,58.68429178,0.045,0.118835691,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,2,mon,Adult,14,7.2,114,8.142857143,76,77,4596.150052,89,Total,89,9364.85,0.936485,35,0.551894919,0.536051496,0.000106782,5.72408E-05,105941.5877,1.5235,1.3495,3.35,11.31267938,0.85438438,0.095715206,118.1910362,6,0.074866667,15.15146,0.038082139,2.988196078,0.0113,0.508666146,Include,25,0.966666667,21.66666667,0.833333333,78.59503363,0.048333333,0.183606731,68.11569582,0.041666667,0.118256416,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,3,mon,Adult,13,10.9,85,6.538461538,79,76,4715.530573,80,Total,80,11717.86,1.171786,36,0.479444198,0.604268429,8.53398E-05,5.15681E-05,151417.5327,1.767,2.1275,4.12,12.92194235,1.281138804,0.173235658,74.59170069,6,0.087666667,18.02507,0.045159325,3.824454078,0.013,0.515125378,Include,18.66666667,0.866666667,17,0.833333333,58.68429178,0.043333333,0.110196059,53.44462287,0.041666667,0.092785804,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,4,mon,Adult,12,7.2,93,7.75,41,58,1867.676833,32,Total,32,9855.64,0.985564,41,0.546216964,0.555827253,0.000101465,5.63969E-05,138372.1011,2.01,1.312,4.78,14.03989568,1.167310613,0.135481826,103.6293656,6,0.074433333,19.86875,0.038452344,3.40354386,0.0111,0.516601131,Include,17.66666667,0.8,17.66666667,0.9,55.54049044,0.04,0.088864785,55.54049044,0.045,0.112469493,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,5,mon,Adult,13,11.2,100,7.692307692,77,70,4233.296101,138,Total,138,10345.74,1.034574,42,0.535975999,0.707271537,9.67585E-05,6.84346E-05,153257.7336,2.3725,1.586,4.815,14.82899287,1.577496805,0.164623057,90.0784686,6,0.080566667,16.48938,0.038024474,2.752882745,0.0114,0.471962853,Include,16.33333333,0.833333333,17,0.9,51.34875529,0.041666667,0.089147145,53.44462287,0.045,0.108225361,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,6,mon,Adult,13,10.6,109,8.384615385,89,92,6430.840162,72,Total,72,17042.23,1.704223,88,0.467022297,0.366906008,5.87226E-05,2.15457E-05,217850.2325,2.012,1.6075,6.535,12.79274246,1.920264188,0.168446884,75.94526035,6,0.0722,16.45542,0.039196812,3.240384615,0.0114,0.542892133,Include,16,0.933333333,16.33333333,0.833333333,50.30082152,0.046666667,0.109544011,51.34875529,0.041666667,0.089147145,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,7,mon,Adult,18,16.9,123,6.833333333,99,124,9641.547854,224,Total,224,12040.83,1.204083,35,0.507575997,0.280884743,8.30507E-05,2.33277E-05,179174.4054,1.7465,1.612,4.51,14.88056748,2.344478352,0.201535403,73.83599734,6,0.073633333,24.91479,0.037246953,3.187783322,0.0109,0.505843637,Include,18.33333333,0.9,17.33333333,0.9,57.63635798,0.045,0.116713625,54.49255664,0.045,0.110347427,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,8,mon,Adult,16,11.2,107,6.6875,61,61,2922.466566,52,Total,52,11374.84,1.137484,35,0.544968238,0.429692746,8.79133E-05,3.77757E-05,115669.7783,1.9275,2.177,5.35,10.16891208,1.494765376,0.111706703,91.03224611,6,0.0779,30.16097,0.042306332,3.379008917,0.0121,0.543085135,Include,16.66666667,0.733333333,16,0.866666667,52.39668909,0.036666667,0.070444437,50.30082152,0.043333333,0.094453765,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,9,mon,Adult,16,7.6,93,5.8125,54,51,2162.986542,31,Total,31,13244.4,1.32444,38,0.470268938,0.427751428,7.55036E-05,3.22968E-05,197884.659,2.1735,2.038,5.29,14.94100295,2.197633039,0.178753653,83.58432233,6,0.065066667,26.38229,0.035061399,3.555401388,0.0102,0.538853465,Include,14.33333333,1,16.33333333,0.866666667,45.0611526,0.05,0.112652882,51.34875529,0.043333333,0.096421552,scope at 20x in Holsinger lab
July_17_2016,Jonaskop,PRLA,Jonaskop,10,mon,Adult,18,13,118,6.555555556,82,90,5796.238446,58,Total,58,13146.54,1.314654,35,0.536034333,0.374433,7.60656E-05,2.84815E-05,164813.0202,2.1535,1.847,4.1,12.53660906,1.753267996,0.144366321,86.83887608,6,0.074166667,22.32799,0.036949139,3.908348687,0.0108,0.498190636,Include,14.33333333,0.8,15.33333333,1.033333333,45.0611526,0.04,0.072097844,48.20495395,0.051666667,0.128680446,scope at 20x in Holsinger lab
July_18_2016,Jonaskop,PRLA,Jonaskop,11,mon,Adult,16,15,125,7.8125,105,73,6020.076922,118,Total,118,11215.8,1.12158,29,0.589784334,0.406585055,8.92819E-05,3.63007E-05,168403.6102,1.679,1.4815,3.655,15.03539841,2.564146177,0.237434362,63.32444168,6,0.065833333,23.68486,0.034199062,3.583866924,0.0099,0.519479425,Include,20.33333333,0.833333333,16.33333333,0.933333333,63.92396067,0.041666667,0.110979098,51.34875529,0.046666667,0.111826178,scope at 20x in Holsinger lab
July_18_2017,Jonaskop,PRLA,Jonaskop,12,mon,Adult,14,15.5,94,6.714285714,88,99,6842.3888,107,Total,107,10065.9,1.00659,28,0.542399731,0.197241986,9.94722E-05,1.96201E-05,136007.4261,1.8585,1.87,3.915,13.52895974,1.700853009,0.127562307,106.0576597,6,0.073866667,22.52986,0.038437878,3.893488442,0.0117,0.520368382,Include,18,0.8,16,0.8,56.58842421,0.04,0.090541479,50.30082152,0.04,0.080481314,scope at 20x in Holsinger lab
July_18_2018,Jonaskop,PRLA,Jonaskop,13,mon,Adult,14,17.4,123,8.785714286,102,110,8812.167393,122,Total,122,7990.93,0.799093,26,0.475483053,0.471234135,0.000125142,5.89711E-05,91517.92898,1.892,1.517,4.03,11.45272846,1.609819006,0.118703339,96.48194024,6,0.077466667,21.1275,0.039569282,3.225704359,0.0113,0.510791074,Include,19,0.866666667,18,0.8,59.73222556,0.043333333,0.112163846,56.58842421,0.04,0.090541479,scope at 20x in Holsinger lab
July_18_2019,Jonaskop,PRLA,Jonaskop,14,mon,Adult,14,10.8,128,9.142857143,67,67,3525.652355,62,Total,62,7074.78,0.707478,23,0.488041305,0.571793683,0.000141347,8.08214E-05,62217.71045,2.096,1.6995,3.85,8.794300338,1.146966695,0.081622633,107.7434042,6,0.071466667,16.41646,0.037827887,3.707703679,0.0108,0.529308118,Include,21,0.9,17.66666667,0.933333333,66.01982825,0.045,0.133690152,55.54049044,0.046666667,0.120954846,scope at 20x in Holsinger lab
July_18_2020,Jonaskop,PRLA,Jonaskop,15,mon,Adult,12,6,77,6.416666667,40,43,1350.884841,24,Total,24,8794.24,0.879424,40,0.528939115,0.564417987,0.000113818,6.42407E-05,97459.67496,1.971,2.06,5.325,11.09262698,0.95595842,0.066323388,167.2506082,6,0.080466667,17.63528,0.041734523,3.505490242,0.0126,0.518656042,Include,17.66666667,0.8,16.66666667,0.833333333,55.54049044,0.04,0.088864785,52.39668909,0.041666667,0.090966474,scope at 20x in Holsinger lab
July_18_2021,Jonaskop,PRLA,Jonaskop,16,mon,Adult,17,20.8,116,6.823529412,108,118,10009.11419,126,Total,126,7779.63,0.777963,39,0.528424239,0.343947023,0.000128663,4.42534E-05,95972.91853,2.36,2.063,5.245,12.34819437,2.319716165,0.183378414,67.33722962,6,0.079066667,20.49729,0.040639519,4.051371999,0.012,0.513990542,Include,18.66666667,0.9,19.66666667,0.9,58.68429178,0.045,0.118835691,61.82809313,0.045,0.125201889,scope at 20x in Holsinger lab
July_18_2022,Jonaskop,PRLA,Jonaskop,17,mon,Adult,16,9,90,5.625,61,80,3832.743037,26,Total,26,12437.04,1.243704,48,0.49171906,0.498468175,8.04915E-05,4.01225E-05,140921.7307,2.2705,2.086,4.645,11.34300838,1.414846518,0.098275464,115.4205528,6,0.076233333,19.31951,0.038458532,3.360732386,0.0113,0.504484462,Include,19.33333333,0.7,19,0.8,60.78015933,0.035,0.074455695,59.73222556,0.04,0.095571561,scope at 20x in Holsinger lab
July_18_2023,Jonaskop,PRLA,Jonaskop,18,mon,Adult,19,12.9,111,5.842105263,67,80,4209.734156,36,Total,36,12516.63,1.251663,38,0.498638773,0.748620798,7.99922E-05,5.98839E-05,168324.3978,1.854,2.1315,4.055,13.46464648,2.033863199,0.166008116,81.10836268,6,0.088966667,21.88875,0.046507909,3.394586352,0.0146,0.522756562,Include,18.66666667,0.866666667,17.66666667,1.033333333,58.68429178,0.043333333,0.110196059,55.54049044,0.051666667,0.148262254,scope at 20x in Holsinger lab
July_18_2024,Jonaskop,PRLA,Jonaskop,19,mon,Adult,17,16.8,126,7.411764706,106,110,9157.742585,147,Total,147,16236.38,1.623638,79,0.508819814,0.84724063,6.16504E-05,5.22327E-05,193800.4703,2.275,2.0005,5.105,11.9478807,1.838570712,0.12815945,93.2266852,6,0.084766667,17.39194,0.039271065,2.148742129,0.0119,0.463284288,Include,16.33333333,0.866666667,17,0.9,51.34875529,0.043333333,0.096421552,53.44462287,0.045,0.108225361,scope at 20x in Holsinger lab
July_18_2025,Jonaskop,PRLA,Jonaskop,20,mon,Adult,15,20.5,115,7.666666667,122,145,13893.69351,132,Total,132,12032.58,1.203258,32,0.551493709,1.099728243,8.32152E-05,9.15141E-05,176528.4024,2.0405,1.7465,3.865,14.68984214,1.921183983,0.129105105,113.7820394,6,0.078066667,22.64812,0.038634553,3.501270733,0.0111,0.494891795,Include,19,0.833333333,20.33333333,0.933333333,59.73222556,0.041666667,0.10370178,63.92396067,0.046666667,0.139212181,scope at 20x in Holsinger lab
July_26_2016,McGregor,PRNE,McGregor,1,mon,Juvenile,4,1.8,28,7,22,18,311.0176727,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,2,mon,Juvenile,4,1.4,27,6.75,21,15,247.4004215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,3,mon,Juvenile,3,1.2,29,9.666666667,18,18,254.4690049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,4,mon,Juvenile,6,2,34,5.666666667,22,18,311.0176727,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,5,mon,Juvenile,4,1.3,24,6,19,16,238.7610417,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,6,mon,Juvenile,4,1.2,26,6.5,16,11,138.2300768,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,7,mon,Juvenile,5,1.4,25,5,23,16,289.0265241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,8,mon,Juvenile,6,1.9,40,6.666666667,29,18,409.9778413,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,9,mon,Juvenile,5,1.5,26,5.2,21,19,313.3738672,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,10,mon,Juvenile,5,1.6,31,6.2,21,15,247.4004215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,11,mon,Juvenile,7,2,37,5.285714286,24,22,414.6902303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,12,mon,Juvenile,5,1.2,30,6,18,11,155.5088364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,13,mon,Juvenile,4,1.4,25,6.25,14,13,142.9424657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,14,mon,Juvenile,4,1.1,25,6.25,15,12,141.3716694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,15,mon,Juvenile,3,1,27,9,16,8,100.5309649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,16,mon,Juvenile,4,1.3,28,7,18,17,240.331838,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,17,mon,Juvenile,6,1.9,28,4.666666667,25,26,510.5088062,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,18,mon,Juvenile,5,2.2,27,5.4,20,21,329.8672286,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,19,mon,Juvenile,5,1.7,32,6.4,24,14,263.8937829,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRNE,McGregor,20,mon,Juvenile,4,0.9,32,8,15,13,153.1526419,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,1,mon,Juvenile,4,1.2,34,8.5,12,15,141.3716694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,2,mon,Juvenile,3,1.1,33,11,13,8,81.68140899,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,3,mon,Juvenile,4,1.4,29,7.25,16,15,188.4955592,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,4,mon,Juvenile,4,1.2,28,7,15,15,176.7145868,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,5,mon,Juvenile,5,1.4,26,5.2,19,17,253.6836068,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,6,mon,Juvenile,5,1.5,41,8.2,17,18,240.331838,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,7,mon,Juvenile,3,1.1,29,9.666666667,13,11,112.3119374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,8,mon,Juvenile,4,0.9,26,6.5,14,10,109.9557429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,9,mon,Juvenile,4,1.6,33,8.25,14,15,164.9336143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,10,mon,Juvenile,4,1,32,8,12,14,131.9468915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,11,mon,Juvenile,5,1.7,35,7,17,13,173.5729941,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,12,mon,Juvenile,5,1.4,39,7.8,18,11,155.5088364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,13,mon,Juvenile,6,1.5,30,5,22,24,414.6902303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,14,mon,Juvenile,6,1.6,33,5.5,22,24,414.6902303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,15,mon,Juvenile,5,1.4,31,6.2,20,15,235.619449,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,16,mon,Juvenile,3,0.9,24,8,14,10,109.9557429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,17,mon,Juvenile,4,1.2,27,6.75,15,12,141.3716694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,18,mon,Juvenile,4,1.1,29,7.25,15,14,164.9336143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,19,mon,Juvenile,3,0.9,28,9.333333333,13,8,81.68140899,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_26_2016,McGregor,PRRE,McGregor,20,mon,Juvenile,3,1.1,30,10,15,12,141.3716694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,missing,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,1,mon,Juvenile,4,1.2,22,5.5,9,6,42.41150082,.,.,.,14176.24,1.417624,64,0.512649058,2.161624717,7.06284E-05,0.000152672,124148.5179,2.268,2.1895,4.015,8.76841178,0.615226129,0.072702381,120.6069411,6,0.0671,16.60951,0.03088592,4.572744287,.,0.46029687,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,2,mon,Juvenile,5,2.1,34,6.8,14,14,153.93804,.,.,.,13553.02,1.355302,52,0.584898203,1.711786187,7.38753E-05,0.000126459,152291.9129,1.7535,1.6035,4.055,11.25060372,0.739088264,0.102661216,109.5896207,6,0.065633333,19.38194,0.029666793,4.082705501,.,0.452008022,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,3,mon,Juvenile,5,2.1,31,6.2,26,23,469.6681017,.,.,.,19506.33,1.950633,101,0.520021603,1.964876461,5.12654E-05,0.00010073,231438.9019,1.6685,1.485,5.23,11.86481082,0.847719182,0.1043503,113.7017413,6,0.057533333,20.4284,0.025944274,1.491767641,.,0.450943351,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,4,mon,Juvenile,5,1.5,29,5.8,16,15,188.4955592,.,.,.,12748.07,1.274807,52,0.582166079,1.742840569,7.84432E-05,0.000136714,135479.316,1.825,1.5655,4.02,10.6274377,0.936040064,0.110451079,96.21850503,6,0.062266667,18.11299,0.02804617,4.955404705,.,0.450420287,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,5,mon,Juvenile,5,1.8,47,9.4,16,16,201.0619298,.,.,.,10915.45,1.091545,41,0.601805416,1.547832575,9.17436E-05,0.000142004,137982.5754,1.2585,1.032,3.515,12.65902116,0.701885044,0.102594118,123.3893464,6,0.0592,15.71917,0.026718968,5.107249735,.,0.451333919,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,6,mon,Juvenile,4,1.3,22,5.5,12,12,113.0973355,.,.,.,10942.58,1.094258,34,0.544903943,2.477735545,9.15423E-05,0.000226818,115705.3458,1.418,1.412,2.925,10.59193719,0.873011855,0.11147504,95.01622238,6,0.070333333,17.47924,0.029520734,3.605963877,.,0.419726078,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,7,mon,Juvenile,4,1.2,28,7,16,13,163.362818,.,.,.,9394.94,0.939494,43,0.655813595,2.210236168,0.000106604,0.000235621,123648.4249,0.9795,1.0405,3.245,13.18145167,1.234191964,0.174757535,75.42708628,6,0.0553,14.2509,0.022524893,4.459182628,.,0.407321754,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,8,mon,Juvenile,6,2.2,38,6.333333333,25,28,549.7787144,.,.,.,13857.62,1.385762,69,0.555404531,2.44469111,7.21625E-05,0.000176415,142324.0133,1.3545,1.316,4.12,10.27045403,0.927777089,0.117171051,87.65351119,6,0.0592,15.01771,0.026701807,4.35594592,.,0.451044037,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,9,mon,Juvenile,6,1.5,33,5.5,13,8,81.68140899,.,.,.,14307.68,1.430768,63,0.572796822,2.361805738,6.99856E-05,0.000165292,191144.8538,1.4855,1.6715,3.755,13.37739171,0.963478238,0.139310579,96.02567017,6,0.073066667,19.01438,0.029346211,3.757958679,.,0.401636098,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,10,mon,Juvenile,4,1.5,32,8,15,17,200.2765317,.,.,.,18316.15,1.831615,80,0.527336895,1.685813053,5.45966E-05,9.20397E-05,314273.2541,1.826,1.6295,4.75,17.1582639,1.54051689,0.237494136,72.2471055,6,0.0699,25.24764,0.02796301,4.154821702,.,0.400043062,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,11,mon,Juvenile,5,1.5,33,6.6,14,15,164.9336143,.,.,.,16724.9,1.67249,87,0.537326265,2.02768311,5.97911E-05,0.000121237,316532.3056,1.7135,1.4195,4.6,18.92581155,1.509824775,0.240248915,78.77584608,6,0.058433333,23.97694,0.025774765,4.131272727,.,0.441096951,Exclude,.,.,.,.,.,.,.,.,.,.,.
